Yb3O2_Pellet_#6,-1.79243,-1.43327,-11.2782
Yb3O2_Pellet_#6,-1.65885,-1.72389,-7.52424
Yb3O2_Pellet_#5,-0.173711,-2.27363,-9.06849
Yb3O2_Pellet_#5,0.158698,-2.14884,5.15347
Yb3O2_Pellet_#6,-1.89104,-1.78156,-9.10858
Yb3O2_Pellet_#1,-0.21112,2.23223,3.91202
Yb3O2_Pellet_#6,-1.5769,-1.91472,-0.111924
Yb3O2_Pellet_#8,-1.38261,1.56281,-0.108376
Yb3O2_Pellet_#7,-2.55211,-0.0946236,-3.82357
Yb3O2_Pellet_#6,-1.92917,-1.68118,-9.87134
Yb3O2_Pellet_#3,2.10415,0.0674612,-8.93988
Yb3O2_Pellet_#8,-1.58261,1.33831,3.78854
Yb3O2_Pellet_#2,1.61613,1.85986,8.50623
Yb3O2_Pellet_#2,1.46901,1.82029,1.3403
LD_Canister,0.435328,3.18998,0.824783
Yb3O2_Pellet_#7,-2.49361,0.225426,-0.955487
Yb3O2_Pellet_#6,-1.53865,-1.91804,-3.92349
LD_Canister,3.83411,0.172003,-14.5745
Yb3O2_Pellet_#1,0.247194,2.47945,-0.427388
Yb3O2_Pellet_#1,-0.165107,2.43012,9.56303
Yb3O2_Pellet_#5,-0.00663754,-2.27245,9.5928
Yb3O2_Pellet_#1,-0.157277,2.47023,0.372839
Yb3O2_Pellet_#5,-0.0626104,-2.0502,-0.404982
Yb3O2_Pellet_#4,1.59212,-1.34462,-1.8246
Yb3O2_Pellet_#8,-1.55627,1.45543,-6.07711
LD_Canister,-4.30206,-0.406889,-2.9543
LD_Canister,2.9682,-0.687301,-10.5329
Yb3O2_Pellet_#8,-1.76467,1.3687,-7.98042
Yb3O2_Pellet_#6,-1.47656,-1.53331,7.79743
Yb3O2_Pellet_#4,1.73915,-1.8184,7.94157
Yb3O2_Pellet_#3,2.27387,-0.238808,3.07437
Yb3O2_Pellet_#8,-1.87648,1.73759,-0.905063
Yb3O2_Pellet_#6,-1.45958,-1.87336,-4.65552
Yb3O2_Pellet_#2,1.85497,1.83506,3.45093
Yb3O2_Pellet_#3,2.51683,0.198186,-6.9832
Yb3O2_Pellet_#2,1.40273,1.78713,0.129748
LD_Canister,1.88312,0.676679,2.89462
Yb3O2_Pellet_#1,-0.216453,2.49354,4.19021
Yb3O2_Pellet_#5,-0.285304,-2.23157,3.93922
Yb3O2_Pellet_#7,-2.4582,-0.00615844,-3.82987
LD_Canister,1.70224,4.23748,12.1793
Yb3O2_Pellet_#2,1.57622,1.83262,7.73973
LD_Canister,1.63546,-4.38478,12.9926
Yb3O2_Pellet_#8,-1.50748,1.9021,-7.54085
Yb3O2_Pellet_#2,1.35872,1.52708,8.68389
Yb3O2_Pellet_#3,2.28313,0.157422,-6.41112
Yb3O2_Pellet_#2,1.78537,1.42273,-7.41148
LD_Canister,-3.99509,-1.75725,-3.09547
LD_Canister,0.429441,-2.01048,14.9929
Yb3O2_Pellet_#7,-2.25355,-0.275437,-6.28515
LD_Canister,3.63041,1.11537,-5.99222
Yb3O2_Pellet_#2,1.92952,1.62729,-9.98367
Yb3O2_Pellet_#3,2.05982,0.137115,-9.24854
LD_Canister,2.96587,-3.67666,-4.59652
Yb3O2_Pellet_#2,1.38088,1.72853,-4.39015
Yb3O2_Pellet_#1,0.241903,2.32179,6.69646
Yb3O2_Pellet_#5,0.287578,-2.37191,5.89568
Yb3O2_Pellet_#3,2.48071,-0.228618,5.64192
Yb3O2_Pellet_#7,-2.57891,-0.0343564,8.71694
Yb3O2_Pellet_#8,-1.4636,1.79304,-2.87951
Yb3O2_Pellet_#8,-1.77163,1.86892,-3.43465
Yb3O2_Pellet_#3,2.49859,-0.231952,4.84484
Yb3O2_Pellet_#5,0.291315,-2.33053,-0.637087
Yb3O2_Pellet_#2,1.56573,1.70199,9.5191
Yb3O2_Pellet_#5,0.237079,-2.4019,-4.40445
Yb3O2_Pellet_#4,1.35665,-1.68606,5.0555
LD_Canister,-1.21239,3.21318,-1.63247
Yb3O2_Pellet_#5,0.289432,-2.352,9.53835
Yb3O2_Pellet_#2,1.50305,1.38846,3.22233
Yb3O2_Pellet_#3,2.09162,0.0971391,0.0221296
Yb3O2_Pellet_#2,1.84298,1.82627,9.29943
Yb3O2_Pellet_#7,-2.12384,0.233127,3.41538
Yb3O2_Pellet_#7,-2.30112,-0.294789,-8.04588
Yb3O2_Pellet_#5,-0.0845639,-2.37178,-3.34906
Yb3O2_Pellet_#7,-2.21159,0.281868,1.53055
Yb3O2_Pellet_#4,1.47093,-1.80971,8.60292
Yb3O2_Pellet_#7,-2.15594,-0.242233,-7.54043
Yb3O2_Pellet_#1,-0.247558,2.21486,8.78517
Yb3O2_Pellet_#4,1.35797,-1.52595,-5.56224
Yb3O2_Pellet_#2,1.71468,1.58742,6.16673
Yb3O2_Pellet_#7,-2.60027,-0.0507196,4.82722
Yb3O2_Pellet_#5,-0.171439,-2.07815,7.92209
LD_Canister,-1.82884,-0.80979,2.25735
Yb3O2_Pellet_#5,-0.141621,-2.0578,0.532337
Yb3O2_Pellet_#6,-1.92284,-1.56166,1.42876
Yb3O2_Pellet_#7,-2.5311,-0.000874251,9.60589
Yb3O2_Pellet_#3,2.47207,0.250258,5.22282
Yb3O2_Pellet_#2,1.5041,1.36536,1.89433
Yb3O2_Pellet_#5,-0.0882012,-2.32539,5.14656
Yb3O2_Pellet_#2,1.77069,1.72915,-5.7632
LD_Canister,-0.237897,-4.18826,-3.71955
Yb3O2_Pellet_#4,1.7273,-1.86464,5.10341
Yb3O2_Pellet_#7,-2.35444,0.137058,-11.3731
Yb3O2_Pellet_#6,-1.6877,-1.79695,-6.72417
Yb3O2_Pellet_#2,1.76643,1.39988,6.41903
Yb3O2_Pellet_#7,-2.14499,0.133507,-2.57575
Yb3O2_Pellet_#4,1.50278,-1.90302,7.03293
LD_Canister,1.39652,-2.28433,-0.312966
Yb3O2_Pellet_#4,1.65025,-1.92275,-0.442151
LD_Canister,-3.14813,-2.66432,12.7433
Yb3O2_Pellet_#8,-1.56078,1.60416,-1.26802
Yb3O2_Pellet_#7,-2.15164,-0.235084,-10.8226
Yb3O2_Pellet_#1,0.269177,2.21687,-10.4275
Yb3O2_Pellet_#1,0.0437328,2.03001,-9.03462
Yb3O2_Pellet_#2,1.44682,1.65622,6.26034
Yb3O2_Pellet_#2,1.54536,1.85424,-8.59373
LD_Canister,0.520115,-3.70495,-3.06738
Yb3O2_Pellet_#1,-0.0248002,2.02436,4.08297
Yb3O2_Pellet_#8,-1.90621,1.69756,-3.70871
Yb3O2_Pellet_#8,-1.67701,1.82404,0.835326
Yb3O2_Pellet_#3,2.54318,-0.181152,-1.24785
Yb3O2_Pellet_#3,2.57382,-0.0900569,3.48297
LD_Canister,-1.91295,0.0627946,-13.6182
LD_Canister,-1.37208,-0.495418,1.15619
Yb3O2_Pellet_#2,1.35686,1.56161,0.185389
LD_Canister,1.09048,-3.10023,14.3093
LD_Canister,1.28924,3.71308,-5.20359
Yb3O2_Pellet_#5,-0.169264,-2.548,8.48021
LD_Canister,3.96048,-0.627649,-14.8037
Yb3O2_Pellet_#2,1.36609,1.66715,6.605
Yb3O2_Pellet_#8,-1.76901,1.87824,6.40461
Yb3O2_Pellet_#2,1.39614,1.45366,6.364
LD_Canister,1.44317,2.12189,10.9846
Yb3O2_Pellet_#5,-0.14146,-2.57391,-6.31844
Yb3O2_Pellet_#8,-1.39983,1.48628,4.29678
Yb3O2_Pellet_#2,1.83743,1.84368,4.68302
Yb3O2_Pellet_#7,-2.52006,0.211622,-2.39777
Yb3O2_Pellet_#8,-1.55558,1.90831,-6.147
Yb3O2_Pellet_#7,-2.5816,0.0716132,2.80112
Yb3O2_Pellet_#1,0.0847691,2.57581,4.28582
LD_Canister,0.330407,-0.298885,-11.5005
Yb3O2_Pellet_#3,2.03579,0.0029154,-1.05124
Yb3O2_Pellet_#3,2.50445,-0.000264466,-8.82967
Yb3O2_Pellet_#8,-1.88518,1.56496,2.29468
Yb3O2_Pellet_#6,-1.62752,-1.83402,6.21075
Yb3O2_Pellet_#4,1.53573,-1.36554,0.472047
Yb3O2_Pellet_#6,-1.83879,-1.79049,-0.923916
Yb3O2_Pellet_#4,1.92438,-1.70604,-4.24711
Yb3O2_Pellet_#5,-0.128352,-2.57692,1.46662
Yb3O2_Pellet_#1,-0.262397,2.44779,6.76678
Yb3O2_Pellet_#1,0.123617,2.06724,-5.76923
Yb3O2_Pellet_#2,1.36631,1.61294,-8.50099
Yb3O2_Pellet_#8,-1.93048,1.65432,-0.466326
LD_Canister,0.0942548,4.05068,2.2349
Yb3O2_Pellet_#2,1.92888,1.64929,5.48893
Yb3O2_Pellet_#8,-1.81065,1.73165,6.05863
Yb3O2_Pellet_#1,0.271206,2.43375,8.52257
LD_Canister,3.69882,-2.25129,-5.45256
LD_Canister,-0.379183,3.1882,-5.45408
Yb3O2_Pellet_#7,-2.25516,-0.293757,-2.81614
Yb3O2_Pellet_#6,-1.76156,-1.3695,8.89517
Yb3O2_Pellet_#8,-1.60707,1.33936,-4.58445
Yb3O2_Pellet_#6,-1.54334,-1.86846,1.47957
LD_Canister,2.07924,3.71944,8.18681
Yb3O2_Pellet_#6,-1.6367,-1.49827,-2.571
Yb3O2_Pellet_#7,-2.44097,0.225374,4.71096
Yb3O2_Pellet_#6,-1.92939,-1.59049,5.76075
Yb3O2_Pellet_#6,-1.57342,-1.92537,-3.85851
Yb3O2_Pellet_#4,1.54207,-1.90521,-4.83923
Yb3O2_Pellet_#3,2.58186,0.0294738,4.3013
LD_Canister,1.22754,1.19703,6.9012
Yb3O2_Pellet_#2,1.54721,1.54145,-4.58994
Yb3O2_Pellet_#1,-0.264074,2.44627,-7.33324
Yb3O2_Pellet_#8,-1.44838,1.86122,2.89082
Yb3O2_Pellet_#3,2.41595,0.275058,-10.3567
Yb3O2_Pellet_#8,-1.77904,1.84665,-0.754541
Yb3O2_Pellet_#4,1.90936,-1.58464,-0.825832
LD_Canister,1.69256,3.99776,0.00613262
Yb3O2_Pellet_#1,-0.0939241,2.03265,5.06902
Yb3O2_Pellet_#4,1.36922,-1.50676,-6.72002
Yb3O2_Pellet_#3,2.52552,0.0749393,-10.7688
Yb3O2_Pellet_#6,-1.72543,-1.45899,8.30498
LD_Canister,-1.03973,-3.45288,11.0369
Yb3O2_Pellet_#8,-1.86538,1.47841,-10.1922
Yb3O2_Pellet_#2,1.88651,1.60659,-1.65017
Yb3O2_Pellet_#5,0.11402,-2.58635,-11.2362
Yb3O2_Pellet_#5,-0.0612589,-2.01877,0.799868
Yb3O2_Pellet_#2,1.46551,1.41542,-10.749
Yb3O2_Pellet_#1,-0.27833,2.27581,-4.31812
Yb3O2_Pellet_#7,-2.33543,0.289195,8.40051
Yb3O2_Pellet_#1,-0.270085,2.26935,-2.91906
LD_Canister,1.63593,-3.35107,-6.95189
Yb3O2_Pellet_#1,0.0821391,2.59306,-3.32397
Yb3O2_Pellet_#3,2.58522,-0.0708049,3.07721
Yb3O2_Pellet_#7,-2.6042,-0.0295,-2.00684
Yb3O2_Pellet_#4,1.70525,-1.91717,6.51788
LD_Canister,-1.83449,1.62138,13.8219
Yb3O2_Pellet_#2,1.49905,1.49456,-2.52382
Yb3O2_Pellet_#2,1.91813,1.66392,-5.7245
LD_Canister,-4.33369,-1.70321,-4.37291
LD_Canister,3.81594,-1.62833,3.28411
Yb3O2_Pellet_#7,-2.5853,-0.000716138,9.15132
Yb3O2_Pellet_#1,-0.140597,2.23096,-11.3707
Yb3O2_Pellet_#8,-1.77038,1.3891,-5.17429
Yb3O2_Pellet_#2,1.59763,1.9007,-5.92557
Yb3O2_Pellet_#1,-0.231141,2.3591,8.70159
Yb3O2_Pellet_#4,1.7753,-1.89516,-2.58757
Yb3O2_Pellet_#5,0.163889,-2.06002,-2.40073
Yb3O2_Pellet_#5,0.293356,-2.30904,1.63719
Yb3O2_Pellet_#5,-0.0884513,-2.56044,7.85051
Yb3O2_Pellet_#8,-1.83993,1.84032,-10.0118
Yb3O2_Pellet_#6,-1.712,-1.34512,3.37728
Yb3O2_Pellet_#4,1.34315,-1.70769,1.44802
Yb3O2_Pellet_#2,1.80797,1.57795,8.66699
LD_Canister,0.220877,-4.02538,-12.5943
Yb3O2_Pellet_#1,0.137722,2.07768,3.88281
Yb3O2_Pellet_#3,2.13354,0.172452,1.72759
Yb3O2_Pellet_#8,-1.90393,1.74498,-7.1612
Yb3O2_Pellet_#8,-1.87682,1.66974,-5.51418
Yb3O2_Pellet_#3,2.06142,-0.121719,5.23064
Yb3O2_Pellet_#6,-1.77205,-1.89828,-0.878204
Yb3O2_Pellet_#3,2.57788,0.130541,0.654785
Yb3O2_Pellet_#6,-1.78224,-1.89046,-9.01773
Yb3O2_Pellet_#3,2.36438,0.29108,8.95069
Yb3O2_Pellet_#8,-1.87978,1.47117,-8.56302
Yb3O2_Pellet_#6,-1.34721,-1.70588,-3.62893
Yb3O2_Pellet_#4,1.70013,-1.91528,3.41256
LD_Canister,2.95694,-0.0995503,7.43942
Yb3O2_Pellet_#6,-1.78016,-1.45975,2.07953
Yb3O2_Pellet_#6,-1.78375,-1.4283,-10.8405
Yb3O2_Pellet_#7,-2.22787,-0.284363,6.09677
Yb3O2_Pellet_#1,0.289016,2.36167,-5.88471
Yb3O2_Pellet_#1,-0.0626121,2.0536,-1.25235
Yb3O2_Pellet_#8,-1.91451,1.73507,-10.3128
Yb3O2_Pellet_#6,-1.47496,-1.38222,-4.29165
Yb3O2_Pellet_#2,1.54795,1.88203,5.03802
Yb3O2_Pellet_#7,-2.19187,0.0970626,-9.27867
Yb3O2_Pellet_#4,1.57677,-1.41703,4.71264
LD_Canister,-2.81825,0.0783281,8.9901
Yb3O2_Pellet_#4,1.62988,-1.85458,3.55066
Yb3O2_Pellet_#7,-2.40871,-0.256907,-2.65108
Yb3O2_Pellet_#6,-1.38925,-1.47322,0.712185
